date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,google_survey_cli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,negativeIncr,total_resultsIncr
2020-01-04,202001,X,US,,,,,,,,396.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179143.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,202002,X,US,,,,,,,,264.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180831.0,1322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,202003,X,US,,,,,,,657.1899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176752.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,202004,X,US,,,,,,,753.0799999999999,0.0,0.0,49045.5918,46191.30330000001,42160.37879999998,39777.36110000001,44479.69629999998,42115.03459999997,51754.37230000002,49110.542599999935,67856.39649999999,64773.044499999996,38457.96210000002,36423.04349999999,44176.403199999964,41835.79,53438.39229999997,50827.02569999998,71098.79100000001,67858.50190000003,60492.020599999996,57612.98889999999,49452.0605,46802.4362,53099.887599999995,50422.590200000006,51316.445500000045,48670.85769999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,176066.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2020-02-01,202005,X,US,,,,,,,745.04,0.0,0.0,56011.94710000001,53042.884400000024,48912.668300000034,46714.39919999999,51051.7941,48638.36690000003,59115.0149,56210.758799999996,76368.31730000004,72891.49380000004,44617.7645,42723.74120000001,50609.42300000002,48236.75289999998,61060.29170000004,58235.74900000004,79728.74139999998,76020.27630000003,68923.26719999999,66018.83159999999,56837.29929999995,54372.593299999964,60931.62889999999,58346.427899999995,57979.1409,55110.551499999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,175092.0,52.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0
2020-02-08,202006,X,US,,,,,,,742.5300000000001,0.0,0.0,56092.598499999986,54571.367100000025,49757.861100000024,48584.35769999998,51471.99119999998,50141.720000000045,58886.39819999997,57268.24819999998,75837.51950000004,74007.95529999997,45364.26960000001,44286.669799999996,50918.5314,49631.61919999998,60960.704600000005,59427.59829999998,79620.12089999997,77728.00370000003,68830.80320000002,67458.06969999996,57823.64279999999,56576.53270000001,61150.20489999998,59837.86230000001,58033.42889999997,56429.963599999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,177040.0,59.666666666666664,1.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0
2020-02-15,202007,X,US,6.0,2.0,15.0,3.0,2.0,-1.0,806.55,0.0,0.0,61794.167,59290.63519999999,53342.98680000001,51066.753900000076,56167.19219999996,53867.05720000001,65268.70840000002,62663.79490000003,86506.03809999993,84105.24270000005,48958.16849999999,46849.225600000005,55773.1703,53534.26089999999,67485.06970000008,65030.989600000015,89966.55149999997,87431.50829999993,77266.70060000001,75115.93469999997,62694.89330000001,60223.75709999999,67266.51679999992,64786.96109999997,64728.23050000006,62243.760100000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,175040.0,59.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0
2020-02-22,202008,X,US,3.5714285714285716,0.14285714285714285,12.714285714285714,0.14285714285714285,-2.7142857142857144,0.7142857142857143,818.4200000000001,0.0,0.0,63016.991599999994,59812.081999999995,54032.22319999998,50643.956600000005,56622.5536,53682.65490000002,65929.90130000001,62891.7901,89086.36859999997,86798.60540000001,48821.649000000005,45822.013899999954,56214.414,53316.584500000004,68422.37239999998,65515.642299999985,93639.90180000002,91186.43510000009,79546.577,76972.20649999997,63786.628499999984,60088.871900000006,68359.34009999999,64851.06880000002,66035.50060000009,63156.33779999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.542166732284679,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,175393.0,506.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0
2020-02-29,202009,X,US,6.857142857142857,2.857142857142857,12.714285714285714,3.857142857142857,2.4285714285714284,-0.7142857142857143,825.4,0.0,0.0,64797.039399999994,61966.335099999975,58329.333599999976,54929.96839999999,59952.140500000016,57207.680500000046,68149.29160000001,65417.01219999999,87535.27999999997,85084.50619999999,53205.848599999976,50201.14019999997,59248.166899999975,56532.79180000002,70519.16399999996,67841.28900000002,91206.41809999994,88491.7544,79513.58500000004,76990.20869999997,66889.33859999994,63278.117499999964,71048.54259999996,67676.5223,67294.20899999999,64663.28760000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.505270380751277,,11.0,0.0,6517.0,0.0,0.0,5.0,0.0,0.0,176648.0,440.3333333333333,2.0,1.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0
2020-03-07,202010,X,US,8.857142857142858,7.0,18.142857142857142,3.5714285714285716,3.0,-1.0,831.89,0.0,0.0,63330.906199999976,59993.52849999997,57847.12909999999,53892.437300000005,58830.24679999996,55600.90070000004,66627.65759999996,63459.04819999991,84725.22800000006,81669.37649999998,52568.009499999964,49020.434099999984,58279.114099999984,55124.162500000006,69051.11380000002,65919.31729999998,87833.73289999997,84412.64390000004,76915.57429999995,73840.64190000002,65372.08719999999,61143.754600000044,69551.1604,65668.19700000003,65760.06269999998,62651.68560000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.068340394792941,0.1,556.0,1148.0,6091.0,0.0,0.0,22.0,0.0,6.0,177707.0,271.0,18.0,16.0,0.0,0.0,0.0,417.0,391.0,6040.0,17843.0
2020-03-14,202011,X,US,4.571428571428571,13.857142857142858,20.142857142857142,-3.857142857142857,-1.7142857142857142,1.0,761.97,0.0,0.0,42766.549300000006,38533.29700000003,38996.09760000001,34704.66039999998,40155.781499999954,36257.28230000001,45778.00139999999,41549.56789999996,57811.542499999974,53247.78120000002,35710.001800000005,31853.664100000005,40009.6226,36152.85660000002,47382.765300000035,43122.566399999974,59100.159199999965,54059.44140000005,51375.52780000001,47148.4846,43767.112300000015,39134.58060000002,47290.41769999998,42682.76000000001,45001.67000000001,40871.50160000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.104837240494462,0.6,3802.0,5909.0,37186.0,0.0,0.0,38.0,0.0,21.0,174586.66666666666,209.66666666666666,61.0,43.0,0.0,0.0,0.0,2952.0,2535.0,41097.0,153916.0
2020-03-21,202012,X,US,-22.714285714285715,9.285714285714286,2.142857142857143,-28.571428571428573,-25.428571428571427,11.142857142857142,516.98,0.0,0.0,28802.14639999999,25742.945200000013,27648.019,24459.850799999997,28643.493900000016,25890.951399999994,31400.587900000035,28522.490300000027,33612.15749999999,30554.1032,27223.31319999999,24301.279399999974,28991.523000000005,26234.225,32018.132799999992,29076.373199999984,32196.623999999985,28939.44320000001,30936.863400000013,27922.874099999997,29502.92620000002,26038.148800000003,32188.601299999977,28834.89610000001,29352.75360000003,26635.932499999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.891688871221982,2.9,26086.0,60578.0,232970.0,0.0,0.0,270.0,0.0,1994.0,175517.66666666666,395.6666666666667,482.0,421.0,0.0,0.0,0.0,26056.0,23104.0,296301.0,1264386.0
2020-03-28,202013,X,US,-41.57142857142857,-14.142857142857142,-11.571428571428571,-47.142857142857146,-41.42857142857143,17.428571428571427,384.53000000000003,0.0,0.0,18950.1368,16558.748199999995,18658.294699999995,16142.269800000004,19198.389399999993,17002.131199999996,20714.881299999994,18438.577199999996,20503.977400000014,18200.25150000001,18988.749299999992,16612.568100000008,19656.136199999994,17411.977199999998,20872.201100000013,18537.438600000012,19011.0601,16743.990100000014,18915.7131,16598.854799999986,19084.38870000001,16385.246499999994,21307.439100000007,18627.443799999983,19109.271700000027,16996.40140000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.880773412619773,7.6,100537.0,255891.0,598136.0,1108.0,5265.0,1997.0,412.0,12496.0,183165.33333333334,6467.333333333333,3018.0,2536.0,0.0,0.0,0.0,127417.0,101361.0,616528.0,4654645.0
2020-04-04,202014,X,US,-42.0,-15.0,-15.857142857142858,-50.0,-45.857142857142854,18.428571428571427,374.43000000000006,0.0,0.0,17988.7555,15381.737300000013,17952.939299999984,15268.966700000006,18277.522300000022,15967.024299999995,19494.367200000008,17156.250299999996,19006.980200000013,16748.136499999986,18270.676599999988,15786.475600000012,18705.256899999986,16355.27759999999,19674.672999999995,17259.855700000007,17615.824599999974,15353.527699999991,17783.216399999994,15402.456900000005,18440.244599999998,15552.661100000008,20134.783399999993,17335.777200000008,17959.446300000003,15816.531800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546892240719619,9.5,185083.0,431128.0,929820.0,3804.0,27908.0,6944.0,1787.0,27191.0,201348.66666666666,26160.333333333332,11165.0,8147.0,0.0,0.0,0.0,319755.0,192338.0,788590.0,9700072.0
2020-04-11,202015,X,US,-43.714285714285715,-14.0,-13.714285714285714,-52.142857142857146,-48.285714285714285,19.285714285714285,385.68,515.0,0.0,17456.4964,14593.627100000012,17088.857000000004,14225.64120000001,17646.7478,15189.622200000003,18999.794299999983,16555.478000000017,18833.2064,16428.8286,17560.046999999977,14922.766699999993,18102.193000000007,15601.868299999998,19204.61129999999,16642.286599999996,17313.14809999998,14911.481800000001,17096.978900000013,14610.054600000009,17489.921499999993,14459.245799999984,19294.049099999997,16340.879599999997,17572.82140000002,15288.069400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216289930817028,9.2,215540.0,452415.0,1087932.0,29521.0,71575.0,12906.0,6923.0,26708.0,214520.66666666666,41029.666666666664,25785.0,14620.0,0.0257012051823702,0.3739851971664642,0.02641889898352943,540699.0,220944.0,939375.0,15767755.0
2020-04-18,202016,X,US,-44.285714285714285,-19.285714285714285,-22.0,-51.142857142857146,-46.42857142857143,18.714285714285715,414.61999999999995,580.0,0.0,15019.56660000002,11000.653600000001,15048.828700000015,11022.112299999992,15512.683200000001,11723.735299999997,16511.330699999995,12644.486899999994,15914.155199999997,12362.870100000007,15578.127599999998,11639.720000000003,15930.886900000001,12042.316400000007,16565.653299999998,12627.617400000001,14612.7519,11203.504900000009,14785.646,11219.780800000004,15063.301000000003,10968.9267,16782.343900000003,12528.462400000002,15313.083399999989,11724.77860000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5664029471964346,9.9,199735.0,477171.0,1102841.0,41917.0,100698.0,14437.0,15804.0,24465.0,208434.33333333334,36843.0,40954.0,15169.0,0.009966997870081682,2.490342380788704,0.01022731697076174,738408.0,197709.0,892258.0,22069094.0
2020-04-25,202017,X,US,-40.142857142857146,-14.857142857142858,-8.571428571428571,-48.285714285714285,-44.57142857142857,17.714285714285715,466.65000000000003,373.0,0.0,20754.788999999986,16469.97139999999,20311.374499999984,16167.819700000024,21156.359800000002,17409.751200000002,22620.343599999997,18792.93829999998,22061.52309999999,18364.56450000002,21015.150099999977,17084.379500000017,21682.234100000023,17854.948800000013,22748.875299999996,18809.210599999995,20234.848100000003,16616.3587,20016.589900000006,16362.868200000006,20175.962299999985,15966.233900000008,22780.72950000001,18481.547500000008,21060.3767,17461.606300000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487900747230195,9.5,210618.0,242586.0,1534726.0,38083.0,102580.0,13555.0,33482.0,17813.0,202815.0,32768.333333333336,56445.0,15491.0,0.009401193746605361,2.486751767200945,0.009617441399473696,944706.0,206298.0,1226794.0,29560797.0
2020-05-02,202018,X,US,-35.0,-10.0,1.7142857142857142,-44.57142857142857,-42.57142857142857,15.285714285714286,516.84,516.0,0.0,23941.224900000016,18715.76209999998,23611.63729999999,18556.3842,24377.92600000001,19781.397800000002,25939.78660000001,21229.977199999998,25272.380699999994,20722.996000000017,24367.581599999987,19536.703299999994,24997.53690000001,20285.53890000001,26102.27970000001,21263.97129999998,23229.885199999997,18773.492000000006,22925.01990000002,18479.39180000001,23297.2895,18189.424600000013,26057.15249999999,20916.4357,24279.623799999983,19819.24439999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3886955128554233,9.3,193181.0,560410.0,1706740.0,33815.0,94028.0,12759.0,35363.0,23671.0,192206.33333333334,24317.333333333332,69804.0,13359.0,0.010358545976047125,0.8659227663220612,0.010552305140091929,1138137.0,193431.0,1624917.0,39632173.0
2020-05-09,202019,X,US,-30.142857142857142,-3.5714285714285716,9.428571428571429,-41.42857142857143,-39.57142857142857,14.571428571428571,583.1400000000001,472.0,0.0,30838.66870000001,24700.51510000001,29778.8315,23882.6293,31196.879299999993,25928.788700000026,33677.0812,28298.313999999995,33729.74949999996,28465.703199999993,30776.66989999999,25198.372199999998,32001.16399999999,26603.774300000012,33924.6643,28373.265700000004,31018.58069999998,25753.56750000001,29978.84010000001,24872.754,29521.191700000003,23615.615999999995,33263.714799999994,27418.58020000001,31565.674799999968,26410.42339999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313038406882977,8.2,175330.0,688991.0,2006149.0,39592.0,85950.0,12672.0,34688.0,19807.0,187279.33333333334,21181.333333333332,82058.0,12254.0,0.007406032686590909,0.8434098519989405,0.007577484690512917,1313562.0,175425.0,2001989.0,52362792.0
2020-05-16,202020,X,US,-28.857142857142858,-5.142857142857143,14.428571428571429,-39.714285714285715,-37.57142857142857,13.857142857142858,470.21000000000004,453.0,0.0,31269.713599999992,25265.205300000005,30267.86759999999,24413.53180000001,31618.18300000002,26440.3041,34082.97149999999,28856.090399999975,34369.49930000003,29279.556700000012,31066.640100000004,25580.186100000003,32315.76359999998,27040.4758,34393.15390000001,28970.514900000006,31869.113799999985,26684.014499999976,30700.298899999998,25693.227100000007,29963.786399999964,24101.695499999994,33923.63000000003,28206.394500000006,32000.720500000007,26955.436000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190475404825823,7.6,159204.0,918259.0,2524981.0,42471.0,76174.0,9793.0,34225.0,11959.0,182580.0,17813.666666666668,92060.0,10002.0,0.0077906912992988945,0.496582904771405,0.008017676198898524,1469549.0,155987.0,2467595.0,68322555.0
2020-05-23,202021,X,US,-25.0,-3.7142857142857144,23.142857142857142,-37.57142857142857,-35.714285714285715,12.857142857142858,729.13,417.0,0.0,37270.511500000015,30227.798000000013,35547.09480000002,28706.394700000008,37480.585099999975,31370.844400000005,40708.37769999999,34506.23109999999,42220.24330000001,36215.60380000003,36376.38260000004,29981.444300000006,38191.36190000001,31981.161300000007,41242.86640000001,34789.45620000001,39386.372300000025,33101.364799999996,37257.65650000002,31338.585899999973,35573.488100000024,28630.391299999992,40281.36269999998,33651.80049999998,38388.45259999997,32385.298899999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937134774507468,7.4,156520.0,1119749.0,2979135.0,34872.0,65686.0,8151.0,83761.0,15451.0,176273.0,13262.333333333334,100524.0,8464.0,0.009061776213537808,0.0,0.009144433522376172,1623155.0,153606.0,2660760.0,86413998.0
2020-05-30,202022,X,US,-23.428571428571427,-3.5714285714285716,40.0,-36.285714285714285,-37.142857142857146,12.428571428571429,765.8000000000001,309.0,0.0,36973.383400000035,30044.908200000013,35235.62049999999,28494.77170000002,37045.6871,31034.35569999999,40322.34059999998,34211.14689999999,42195.12269999997,36331.161300000014,35837.25619999996,29550.591400000012,37780.39210000002,31653.369299999973,40905.2668,34554.665099999984,39547.199,33309.5417,37388.076000000015,31539.165399999994,35196.73299999997,28377.32120000002,40062.565099999956,33568.84930000002,38115.44899999997,32200.021099999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293349717958332,6.1,143492.0,1111590.0,3014648.0,29171.0,58612.0,6576.0,124049.0,25360.0,171612.66666666666,10404.0,107053.0,6529.0,0.009210205964610686,0.0,0.009468907800132076,1769292.0,146137.0,2991613.0,106118833.0
2020-06-06,202023,X,US,-19.142857142857142,-0.7142857142857143,38.285714285714285,-33.0,-30.428571428571427,10.571428571428571,808.97,208.0,0.0,41401.96399999998,33114.210399999996,39161.15250000004,31241.37540000002,41243.57280000002,33982.533199999976,45206.918300000034,37741.77669999997,48279.061799999945,41046.66129999999,39744.943999999996,32294.158800000016,42002.04969999997,34622.11370000001,45902.15469999998,38205.01249999999,45397.44420000003,37737.5157,42165.29459999998,35065.99319999999,39421.960899999984,31416.073000000004,44702.34220000004,37016.43519999999,42780.99149999996,35563.780499999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823019032300158,4.8,148076.0,1290876.0,3484487.0,25885.0,50583.0,5712.0,57506.0,7288.0,170409.33333333334,9846.666666666666,112958.0,5905.0,0.010175482652660859,0.0,0.010293262065423798,1919918.0,150626.0,3333807.0,128618967.0
2020-06-13,202024,X,US,-16.428571428571427,-0.7142857142857143,49.714285714285715,-30.285714285714285,-29.285714285714285,9.428571428571429,876.77,278.0,0.0,43738.89029999997,35295.186700000006,41036.97810000003,32941.079399999995,43339.44500000001,35969.99990000001,47708.62790000001,40110.1056,52047.940700000036,44781.7429,41426.26379999997,33884.88079999999,44044.51059999999,36538.0789,48658.224500000026,40783.28400000003,49185.66139999999,41291.71689999997,45469.078300000016,38125.02890000001,41990.744,33621.86440000002,47408.0128,39648.23279999997,45274.7355,37934.75679999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2973905486909947,4.0,144360.0,1220295.0,3431096.0,20995.0,43575.0,5257.0,47303.0,8100.0,168629.0,8564.666666666666,118077.0,5119.0,0.009004082154312433,0.0,0.00928356184938425,2068698.0,148780.0,3560181.0,152737288.0
2020-06-20,202025,X,US,-14.285714285714286,0.5714285714285714,59.42857142857143,-28.0,-29.0,8.428571428571429,920.96,246.0,0.0,46033.172399999996,37060.72699999999,42856.719500000014,34082.89199999999,45436.932100000035,37507.89620000001,50179.86730000002,42057.91589999997,55413.177099999935,47799.14580000002,43258.52269999995,35148.18989999999,46234.46829999998,38147.968400000005,51254.529799999975,42805.38410000001,52518.709500000004,44071.54690000001,48337.55369999997,40353.921899999994,44361.87100000002,35160.698,49874.16320000002,41577.60909999997,47796.066800000015,39937.72099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151608416466471,4.0,177047.0,1330226.0,3823458.0,17858.0,38665.0,4189.0,51769.0,6920.0,168949.0,8827.333333333334,122257.0,4180.0,0.008642520485392631,0.0,0.008903460235370341,2251290.0,182592.0,3944064.0,179071344.0
2020-06-27,202026,X,US,-15.285714285714286,-1.0,56.57142857142857,-27.428571428571427,-29.857142857142858,8.714285714285714,938.8199999999999,469.0,0.0,43987.63339999995,35468.00410000002,41227.834700000014,32834.73459999998,43432.639500000005,35850.169100000014,47761.90089999998,40017.25929999999,52814.858899999985,45769.27619999999,41324.57719999999,33601.23109999999,44081.227100000026,36389.64019999997,48783.94069999998,40726.23029999999,50439.230399999986,42422.16540000004,46159.57899999997,38593.253899999996,42550.3792,33719.70629999999,47881.0379,40037.361500000035,45607.82809999998,38133.513300000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613445289233188,4.5,255686.0,1379688.0,4467897.0,15603.0,37127.0,3783.0,49902.0,7756.0,170405.33333333334,10730.0,126116.0,3859.0,0.009751457764259182,0.0,0.010008961364515425,2511008.0,259718.0,4280322.0,207624193.0
2020-07-04,202027,X,US,-13.714285714285714,2.5714285714285716,64.14285714285714,-27.714285714285715,-35.142857142857146,9.0,934.52,824.0,0.0,41992.11099999999,32761.503599999978,39440.27959999995,30482.565499999982,41480.67569999999,33168.9989,45660.05100000003,37048.05319999998,50183.323899999996,42598.15249999999,39774.45030000003,31366.797500000008,42172.3332,33712.69829999999,46573.27080000004,37719.547299999984,47958.687900000004,39351.4415,43972.118300000024,35968.71050000004,40761.13139999995,31499.693099999986,45818.402699999984,37518.604999999996,43527.77780000002,35264.360000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3454728472044763,5.9,341790.0,1611721.0,4976934.0,14376.0,38425.0,3484.0,107003.0,8107.0,173763.0,14604.0,129781.0,3665.0,0.012992632524238896,0.0,0.013464121737239073,2846563.0,335555.0,4697013.0,240143000.0
2020-07-11,202028,X,US,-15.714285714285714,-2.2857142857142856,52.57142857142857,-27.714285714285715,-31.857142857142858,8.857142857142858,951.9000000000001,960.0,0.0,41302.39469999997,33236.702000000005,39013.79969999997,30893.837800000016,40746.953100000035,33482.62380000003,44747.10900000005,37348.10040000001,49834.100500000015,43465.43239999998,38915.09759999999,31467.94799999999,41280.8024,33923.28679999997,45749.390600000006,38063.89230000002,47930.46829999997,40369.515399999975,43482.15179999999,36280.912000000004,40390.70060000001,31811.489299999983,45341.91339999998,38078.64940000002,42870.18269999997,35722.11189999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4810055605164591,7.6,388804.0,1640252.0,5389280.0,14943.0,40722.0,4627.0,83574.0,14155.0,178810.66666666666,20199.666666666668,135058.0,5277.0,0.01321941548758897,0.0,0.013540670468665677,3249895.0,403332.0,5343499.0,274486775.0
2020-07-18,202029,X,US,-14.714285714285714,-1.4285714285714286,60.285714285714285,-28.142857142857142,-30.714285714285715,8.714285714285714,968.02,18510.0,0.0,41929.152200000026,33247.774200000014,39205.31569999997,30606.3545,41105.439900000005,33314.35680000002,45559.92389999999,37489.49510000001,51100.99340000004,43869.483799999995,39078.46639999999,31169.6546,41697.83879999997,33806.84439999999,46610.23699999999,38225.47729999997,49027.78090000002,40671.07099999995,44324.03930000002,36356.89290000001,41037.46509999999,31849.816400000014,45975.99850000001,37943.32499999999,43532.55929999999,35797.84920000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4776959223795919,8.1,458510.0,1795905.0,6072005.0,16030.0,43756.0,5161.0,107551.0,13335.0,181165.66666666666,22899.666666666668,140585.0,5527.0,0.013208384554452259,0.0,0.01346922938702306,3702676.0,452781.0,5895178.0,314615877.0
2020-07-25,202030,X,US,-15.285714285714286,-3.0,57.0,-28.857142857142858,-30.857142857142858,8.714285714285714,970.53,32788.0,0.0,41599.76030000001,33123.24399999996,38618.13339999997,30238.833700000003,40704.823799999984,33003.0025,45391.73250000003,37297.73170000001,51263.29879999992,43988.68269999998,38497.784600000006,30735.626799999984,41288.19079999999,33466.49400000001,46420.32530000001,38050.28759999999,49349.31669999991,40940.92619999997,44314.446200000006,36377.99159999999,40765.36450000002,31723.9887,45632.44919999998,37667.75260000003,43351.94109999999,35625.97140000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4300771832918323,7.6,464577.0,1922307.0,6081469.0,17528.0,61304.0,6352.0,136613.0,14496.0,183280.0,24928.666666666668,147060.0,6475.0,0.011744630003723342,0.0,0.01200260786241885,4165226.0,462550.0,6124427.0,356957612.0
2020-08-01,202031,X,US,-14.571428571428571,-2.7142857142857144,57.57142857142857,-28.285714285714285,-31.285714285714285,8.428571428571429,981.58,38499.0,0.0,42825.71949999998,34309.743599999994,39874.07269999998,31312.271,42036.03959999997,34203.1676,46885.53930000001,38602.973399999995,52924.6385,45470.61459999995,39845.344900000004,31870.057899999993,42649.08940000001,34649.88489999998,47855.52670000008,39325.14529999999,51067.747999999985,42457.74009999999,45915.26639999999,37839.45570000002,41988.61780000001,32817.18360000001,47017.171199999975,38912.45939999998,44779.45670000002,36887.82100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3436579750163478,6.9,435314.0,1646952.0,6072995.0,19126.0,73121.0,8018.0,160121.0,18148.0,183221.0,25590.0,154947.0,7887.0,0.010587350787074408,0.0,0.010888387188639598,4601238.0,436012.0,5720946.0,398225753.0
2020-08-08,202032,X,US,-13.857142857142858,-2.5714285714285716,58.0,-28.142857142857142,-31.142857142857142,8.142857142857142,993.77,33252.0,0.0,43227.384500000015,34187.9689,40276.82740000003,31144.27169999997,42368.10529999999,34021.7817,47035.939000000006,38394.400299999965,53334.67340000003,45518.609399999965,40117.06570000001,31680.885300000027,42898.55749999999,34462.9991,48068.487100000006,39143.677400000015,51552.2156,42503.44909999998,46338.741799999996,37781.29350000002,41997.290600000015,32334.20129999999,47392.18489999997,38837.416399999995,45067.37639999997,36758.320799999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3427278381671785,6.2,368335.0,1652348.0,5655233.0,18639.0,70199.0,7258.0,156589.0,21033.0,182113.66666666666,25064.666666666668,162185.0,7238.0,0.010211783519553595,0.0,0.01054142670953117,4990707.0,389469.0,5569049.0,437363146.0
2020-08-15,202033,X,US,-14.714285714285714,-3.7142857142857144,56.285714285714285,-28.285714285714285,-31.0,7.714285714285714,1008.4900000000001,31512.0,0.0,43457.94020000006,34317.07999999999,40203.379099999955,30841.979199999994,42364.907999999974,33862.90599999999,47438.3044,38490.47240000001,54636.89219999993,46388.81699999997,39869.75950000001,31383.886900000005,42936.50620000001,34301.19419999999,48510.46630000002,39295.86939999997,53063.74750000003,43489.11330000001,47356.1909,38409.836899999995,42082.532499999994,32075.6056,47735.01159999997,38942.16750000001,45510.80760000006,36910.72400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.6,368167.0,1752065.0,6042112.0,17715.0,65059.0,7504.0,153512.0,14718.0,182483.0,25532.0,169278.0,7093.0,0.008848118792382391,0.0,0.009149981990773952,5382916.0,392209.0,5613465.0,476771776.0
