date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wtravel_outside_state_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2021-06-12,202123,ID,16,12.857142857142858,22.285714285714285,186.42857142857142,37.142857142857146,-19.0,0.8571428571428571,226.34714285714284,75.0,0.0,686860.0,560755.0,70.72928755714285,,33.764409414285716,23.500653985714287,56.54538677142857,,319.0,32.0,2116.0,15.0,0.9828380714285714,0.961643857142857,193515.0,720.0,16294.0,870.0,17205.0
2021-06-19,202124,ID,16,14.285714285714286,21.857142857142858,235.85714285714286,41.714285714285715,-21.571428571428573,0.2857142857142857,240.22857142857143,70.0,0.0,696985.0,579747.0,73.54690939999999,,27.2905057,23.61607247142857,56.01530762857143,,312.0,27.0,2122.0,6.0,0.6920626571428572,0.6692034142857143,194006.0,491.0,15521.0,661.0,16204.0
2021-06-26,202125,ID,16,14.285714285714286,18.0,231.14285714285714,45.142857142857146,-20.857142857142858,0.0,250.26999999999998,82.0,1.0,702858.0,586727.0,75.47304618571428,,24.25941657142857,25.007326742857146,57.72118571428572,,289.3333333333333,7.333333333333333,2145.0,23.0,0.6976938857142857,0.8295628714285714,194690.0,684.0,13605.0,583.0,14215.0
2021-07-03,202126,ID,16,15.142857142857142,23.857142857142858,223.42857142857142,47.0,-22.285714285714285,0.0,248.94571428571425,56.0,0.0,709532.0,596436.0,85.31680454285714,,27.11650865714286,25.511462357142857,63.697652971428575,,310.3333333333333,26.333333333333332,2158.0,13.0,0.6348929714285715,0.6349784,195172.0,482.0,12918.0,660.0,13602.0
2021-07-10,202127,ID,16,13.285714285714286,22.428571428571427,251.0,43.57142857142857,-27.428571428571427,1.7142857142857142,252.98285714285717,62.0,0.0,715023.0,601099.0,71.6382729,,18.67901015714286,24.619402585714283,56.25244058571429,,288.0,7.0,2165.0,7.0,1.3203497999999998,1.2458635714285715,195831.0,659.0,14072.0,860.0,14949.0
2021-07-17,202128,ID,16,14.571428571428571,19.571428571428573,217.57142857142858,45.714285714285715,-19.857142857142858,0.8571428571428571,249.59714285714284,90.0,0.0,720982.0,605562.0,72.22054188571428,,16.153497271428574,23.490579899999997,55.73456952857143,,295.6666666666667,15.666666666666666,2173.0,8.0,0.8999664285714285,0.9560363285714285,196856.0,1025.0,14898.0,1297.0,16222.0
2021-07-24,202129,ID,16,14.857142857142858,19.571428571428573,217.71428571428572,46.714285714285715,-20.285714285714285,0.8571428571428571,249.81142857142856,109.0,0.0,726687.0,609120.0,73.25835890000002,,15.637610800000001,23.01924862857143,55.02087028571428,,317.0,39.0,2183.0,10.0,0.3825668857142857,0.3825668857142857,198296.0,1440.0,16787.0,1890.0,18707.0
2021-07-31,202130,ID,16,13.142857142857142,19.0,200.14285714285714,43.714285714285715,-20.0,1.2857142857142858,240.14142857142855,167.0,0.0,735615.0,612839.0,72.34138745714286,,18.52344432857143,22.89718402857143,51.70293351428571,,330.3333333333333,52.333333333333336,2197.0,14.0,1.2401062428571428,1.1680156571428573,200484.0,2188.0,18738.0,3413.0,22184.0
2021-08-07,202131,ID,16,13.142857142857142,19.285714285714285,180.85714285714286,43.285714285714285,-20.428571428571427,1.4285714285714286,236.96857142857147,200.0,0.0,746031.0,616951.0,71.71050781428572,3.6127393857142858,23.48858357142857,23.93322608571428,53.820201299999994,,323.6666666666667,45.666666666666664,2217.0,20.0,1.5445533571428571,1.5445533571428571,204091.0,3607.0,23984.0,5175.0,29211.0
2021-08-14,202132,ID,16,13.0,19.142857142857142,181.85714285714286,41.142857142857146,-20.428571428571427,1.2857142857142858,236.02142857142854,292.0,1.0,756750.0,621562.0,71.86665601428572,15.862012171428571,26.95747131428572,24.165647485714288,52.299153857142855,,316.6666666666667,37.666666666666664,2245.0,28.0,0.9899432285714285,0.8863821285714285,208054.0,3963.0,29054.0,6937.0,36042.0
2021-08-21,202133,ID,16,13.714285714285714,17.571428571428573,143.57142857142858,35.714285714285715,-20.0,1.4285714285714286,235.1442857142857,345.0,1.0,770533.0,627604.0,75.57246951428571,13.9224202,31.76740465714286,23.14162595714286,51.73467985714286,,330.6666666666667,50.666666666666664,2283.0,38.0,1.5219932857142857,1.6035728571428574,212939.0,4885.0,29748.0,7981.0,37802.0
2021-08-28,202134,ID,16,12.0,15.428571428571429,150.85714285714286,27.571428571428573,-19.0,1.1428571428571428,224.90857142857143,426.0,0.0,785845.0,636570.0,76.49831632857142,12.580881342857143,36.50292364285715,21.313201542857144,49.476015000000004,,335.3333333333333,56.333333333333336,2327.0,44.0,1.2442023,1.2482211714285714,217887.0,4948.0,33491.0,9565.0,43132.0
2021-09-04,202135,ID,16,9.428571428571429,17.714285714285715,157.28571428571428,21.428571428571427,-19.428571428571427,1.0,215.96142857142857,475.0,1.0,798570.0,644721.0,85.13722075714287,21.290508114285714,45.5393838,22.270109042857147,53.92836365714286,,379.0,100.0,2379.0,52.0,2.2276481285714285,2.1828167714285716,225544.0,7657.0,36132.0,10542.0,46830.0
2021-09-11,202136,ID,16,7.857142857142857,15.428571428571429,164.0,19.428571428571427,-25.0,2.5714285714285716,216.99428571428572,548.0,0.0,809840.0,653138.0,73.63176935714286,20.9208898,40.81214815714286,20.666344014285713,48.98895627142857,,360.0,78.0,2472.0,93.0,2.730742342857143,2.8388284428571433,233577.0,8033.0,39047.0,13417.0,52578.0
2021-09-18,202137,ID,16,6.142857142857143,14.285714285714286,137.71428571428572,20.428571428571427,-17.142857142857142,1.2857142857142858,213.02142857142854,617.0,1.0,822532.0,663488.0,74.21032972857142,26.935105485714285,44.34032557142857,21.256991485714288,48.63870789999999,,414.6666666666667,132.66666666666666,2636.0,164.0,2.1954730999999996,2.1264278,242021.0,8444.0,47342.0,18805.0,66324.0
2021-09-25,202138,ID,16,5.142857142857143,12.714285714285714,122.85714285714286,19.142857142857142,-15.571428571428571,1.4285714285714286,210.76285714285714,627.0,0.0,833842.0,673572.0,75.64315318571428,25.298758685714287,44.07489408571429,19.15723542857143,49.64968364285714,,455.3333333333333,172.33333333333334,2753.0,117.0,2.644919042857143,2.6585559,250556.0,8535.0,46035.0,16407.0,62601.0
2021-10-02,202139,ID,16,5.714285714285714,13.428571428571429,111.57142857142857,17.142857142857142,-14.714285714285714,1.4285714285714286,210.69,560.0,0.0,843549.0,681326.0,74.44306122857144,27.422680314285714,49.125818871428564,20.25786,47.76354115714285,,445.3333333333333,163.33333333333334,2964.0,211.0,2.5264653714285714,2.5314351142857143,260012.0,9456.0,42947.0,13641.0,56677.0
2021-10-09,202140,ID,16,6.428571428571429,13.714285714285714,98.71428571428571,16.285714285714285,-15.428571428571429,1.8571428571428572,208.95142857142855,513.0,0.0,853579.0,691036.0,73.91510314285715,25.881609814285714,45.38527257142857,20.1922339,50.61745364285714,,439.6666666666667,156.66666666666666,3122.0,158.0,1.3168633857142857,1.352773442857143,268454.0,8442.0,40666.0,11940.0,52680.0
2021-10-16,202141,ID,16,5.0,10.428571428571429,82.42857142857143,14.428571428571429,-15.428571428571429,2.142857142857143,205.53428571428572,446.0,0.0,860064.0,697884.0,73.72433514285714,26.57802672857143,44.112739971428574,19.173890142857143,53.08180058571429,,430.0,147.0,3256.0,134.0,2.0865034285714286,2.165266428571429,276862.0,8408.0,37388.0,9470.0,46911.0
2021-10-23,202142,ID,16,5.428571428571429,10.142857142857142,81.71428571428571,15.142857142857142,-14.571428571428571,1.7142857142857142,204.51857142857142,393.0,0.0,867779.0,707010.0,72.48675464285715,30.16005541428572,45.617592557142856,19.733641685714286,53.14578625714286,,426.3333333333333,143.33333333333334,3413.0,157.0,1.8237353,1.7332694571428573,285003.0,8141.0,39101.0,8984.0,48232.0
2021-10-30,202143,ID,16,4.571428571428571,10.714285714285714,50.857142857142854,8.142857142857142,-13.142857142857142,2.5714285714285716,195.14857142857144,340.0,0.0,876182.0,716352.0,73.86664472857143,18.612421057142857,44.96242432857143,20.566681657142855,51.47093852857142,,397.6666666666667,112.66666666666667,3538.0,125.0,1.8978378,1.9473207857142856,291252.0,6249.0,36095.0,7489.0,43632.0
2021-11-06,202144,ID,16,3.857142857142857,9.428571428571429,51.57142857142857,5.857142857142857,-13.285714285714286,2.5714285714285716,182.2242857142857,312.0,0.0,884123.0,723757.0,82.50729114285714,29.998373471428568,47.02722297142857,23.054701657142857,60.6240458,,394.0,106.0,3646.0,108.0,2.5118507285714284,2.6967458,296299.0,5047.0,36252.0,5853.0,42143.0
2021-11-13,202145,ID,16,4.428571428571429,7.428571428571429,34.142857142857146,5.285714285714286,-13.285714285714286,3.0,186.20857142857145,234.0,2.0,891102.0,730510.0,73.15299091428571,19.001569442857143,42.505987100000006,19.816422914285717,53.42731641428572,,381.6666666666667,91.66666666666667,3745.0,99.0,1.6110675285714284,1.6580974857142856,299849.0,3550.0,35396.0,4882.0,40322.0
2021-11-20,202146,ID,16,3.7142857142857144,7.428571428571429,30.285714285714285,5.0,-11.571428571428571,2.5714285714285716,188.74285714285713,239.0,3.0,898592.0,737478.0,72.35547045714286,22.874853614285712,43.677913271428565,18.849191657142857,51.4497011,,383.0,93.0,3846.0,101.0,1.6976503714285711,1.814934114285714,303296.0,3447.0,36186.0,4007.0,40242.0
2021-11-27,202147,ID,16,-3.142857142857143,10.0,40.42857142857143,3.857142857142857,-35.42857142857143,6.714285714285714,173.71571428571428,235.0,2.0,902388.0,740663.0,73.87691384285714,21.9417774,42.592744357142855,19.367639214285713,56.576088885714285,,366.3333333333333,74.33333333333333,3899.0,53.0,1.184000442857143,1.2299685142857144,305762.0,2466.0,25920.0,3236.0,29182.0
2021-12-04,202148,ID,16,3.2857142857142856,7.142857142857143,35.714285714285715,5.857142857142857,-10.857142857142858,2.7142857142857144,185.92285714285717,199.0,0.0,911734.0,748178.0,75.59046862857143,13.205091871428571,42.50271525714285,22.675583428571432,59.4901361,,331.0,36.666666666666664,3970.0,71.0,1.1983441285714285,1.2258965285714287,308869.0,3107.0,33640.0,3843.0,37513.0
2021-12-11,202149,ID,16,3.2857142857142856,8.0,12.714285714285714,-1.5714285714285714,-9.142857142857142,3.142857142857143,183.18571428571428,225.0,1.0,918694.0,754291.0,74.78533122857142,11.476243414285715,44.72902271428572,20.04290818571429,53.32043578571429,,358.3333333333333,63.333333333333336,4029.0,59.0,1.6571186999999998,1.7029554571428571,311692.0,2823.0,30461.0,3205.0,33699.0
2021-12-18,202150,ID,16,6.857142857142857,10.857142857142858,9.285714285714286,3.142857142857143,-10.142857142857142,2.7142857142857144,193.11428571428573,170.0,2.0,924366.0,759478.0,76.4278765,4.735253657142858,42.1769872,17.857861457142857,55.28876425714285,,346.6666666666667,52.666666666666664,4068.0,39.0,1.4419555285714287,1.4283092571428573,313967.0,2275.0,32844.0,2693.0,35607.0
2021-12-25,202151,ID,16,0.7142857142857143,13.285714285714286,16.571428571428573,0.0,-35.0,6.571428571428571,174.42857142857144,176.0,3.0,928594.0,762935.0,77.53558945714285,8.885675985714286,41.957457028571426,19.4841492,56.161569871428576,,383.0,85.0,4099.0,31.0,1.6736146857142857,1.7585865857142857,315726.0,1759.0,27412.0,4133.0,31566.0
2022-01-01,202152,ID,16,-7.285714285714286,0.8571428571428571,2.4285714285714284,-4.0,-38.285714285714285,10.142857142857142,173.08571428571426,176.0,6.0,931688.0,765420.0,83.52749695714284,16.5008757,46.953107585714285,25.69937184285714,62.58334671428571,,335.0,35.0,4162.0,63.0,3.0026126714285715,2.913829142857143,319382.0,3656.0,26159.0,8443.0,34647.0
2022-01-08,202201,ID,16,-6.857142857142857,2.5714285714285716,-8.571428571428571,-4.714285714285714,-17.285714285714285,7.142857142857143,171.77571428571432,307.0,4.0,937435.0,770109.0,74.39848061428572,26.83560677142857,40.96634454285714,20.6854205,49.335869357142855,,368.3333333333333,65.33333333333333,4237.0,75.0,2.8582770428571425,2.945839171428571,327451.0,8069.0,36996.0,20844.0,57905.0
2022-01-15,202202,ID,16,-7.571428571428571,1.1428571428571428,2.0,-1.0,-14.428571428571429,5.714285714285714,173.74285714285713,369.0,3.0,942804.0,774029.0,77.82356572857142,31.2707665,45.54424851428571,16.709632214285712,45.32825267142857,,396.3333333333333,89.33333333333333,4274.0,37.0,4.734286185714286,4.779624342857143,340857.0,13406.0,37788.0,35626.0,73493.0
2022-01-22,202203,ID,16,-9.857142857142858,-0.7142857142857143,6.285714285714286,-4.142857142857143,-18.857142857142858,6.714285714285714,172.07571428571427,499.0,3.0,966474.0,790407.0,76.97639132857142,40.67445477142857,46.827108499999994,14.785941342857143,44.01889224285714,,336.3333333333333,27.333333333333332,4322.0,48.0,6.0922598428571435,6.038466714285716,358057.0,17200.0,36757.0,42837.0,79668.0
2022-01-29,202204,ID,16,-9.142857142857142,-1.5714285714285714,3.0,-3.2857142857142856,-14.142857142857142,5.428571428571429,173.34142857142857,589.0,2.0,1063286.0,872622.0,76.50347818571429,45.35571711428571,48.34959474285715,14.336927971428572,44.066248771428576,,378.3333333333333,66.33333333333333,4405.0,83.0,6.218786857142858,6.2958226999999995,377721.0,19664.0,28828.0,30446.0,59376.0
2022-02-05,202205,ID,16,-5.714285714285714,1.8571428571428572,7.714285714285714,-1.0,-11.714285714285714,4.142857142857143,178.16142857142856,532.0,1.0,1067869.0,877730.0,75.51335181428571,46.21598252857143,48.28028569999999,15.431951371428571,47.968734828571435,,360.0,50.666666666666664,4479.0,74.0,2.9555088571428576,3.083622385714286,391067.0,13346.0,26135.0,18029.0,44267.0
2022-02-12,202206,ID,16,-2.5714285714285716,5.857142857142857,27.714285714285715,1.8571428571428572,-10.285714285714286,3.0,189.0857142857143,396.0,1.0,1071290.0,881492.0,76.06390048571429,40.694452985714285,46.487304800000004,17.567297785714285,50.958294814285715,,366.3333333333333,58.666666666666664,4552.0,73.0,2.3754427714285717,2.4291891285714287,403137.0,12070.0,19821.0,7625.0,27552.0
2022-02-19,202207,ID,16,-2.0,5.857142857142857,30.0,4.428571428571429,-10.428571428571429,2.7142857142857144,192.95999999999998,279.0,1.0,1074614.0,886686.0,74.72471141428572,25.283956357142856,42.465297742857146,8.015957171428571,54.37698618571428,,345.3333333333333,40.666666666666664,4676.0,124.0,2.1410289142857146,2.161780157142857,414513.0,11376.0,18977.0,3861.0,22871.0
2022-02-26,202208,ID,16,-1.7142857142857142,-0.2857142857142857,15.428571428571429,5.571428571428571,-14.0,3.4285714285714284,199.71999999999997,155.0,4.0,1077265.0,890174.0,73.87965177142857,25.110085428571427,36.939723314285715,,55.67197002857143,,321.3333333333333,18.0,4730.0,54.0,1.4594561714285714,1.5750269571428572,423638.0,9125.0,15290.0,1838.0,17163.0
2022-03-05,202209,ID,16,-0.5714285714285714,2.0,28.285714285714285,7.142857142857143,-9.285714285714286,2.142857142857143,204.09571428571428,96.0,3.0,1079416.0,892730.0,79.76172615714286,21.48485485714286,36.66372888571429,,66.96040475714285,,359.3333333333333,51.333333333333336,4788.0,58.0,2.5274920714285716,2.5274920714285716,432483.0,8845.0,18618.0,1411.0,20058.0
2022-03-12,202210,ID,16,-3.0,0.2857142857142857,34.42857142857143,6.857142857142857,-9.0,2.142857142857143,208.15285714285716,103.0,15.0,1081013.0,894797.0,72.03812567142857,3.4864981285714283,26.026009642857147,,57.42813689999999,,332.6666666666667,24.666666666666668,4819.0,31.0,1.1234306,1.1234306,437931.0,5448.0,17651.0,829.0,18494.0
2022-03-19,202211,ID,16,-3.2857142857142856,0.14285714285714285,43.57142857142857,10.857142857142858,-9.571428571428571,2.142857142857143,210.03428571428572,49.0,15.0,1082701.0,896923.0,76.4395894,,26.507458657142855,,55.82234734285714,,283.0,0.0,4834.0,15.0,1.5752309999999998,1.7092284142857141,441938.0,4007.0,19871.0,556.0,20455.0
2022-03-26,202212,ID,16,-1.0,0.14285714285714285,86.85714285714286,14.0,-18.285714285714285,2.142857142857143,183.96142857142857,36.0,15.0,1084285.0,898877.0,73.71513867142858,1.7086489999999999,21.587408157142853,,61.229885771428584,,305.6666666666667,2.3333333333333335,4867.0,33.0,1.3139202714285714,1.377396557142857,443549.0,1611.0,16811.0,349.0,17171.0
2022-04-02,202213,ID,16,-1.1428571428571428,2.142857142857143,83.71428571428571,15.285714285714286,-10.428571428571429,1.0,215.1742857142857,18.0,21.0,1085790.0,900473.0,71.76185721428571,1.6831216285714288,18.999837899999996,,59.728877385714284,,283.6666666666667,0.0,4876.0,9.0,1.920363557142857,2.0368792142857144,444210.0,661.0,14664.0,440.0,15108.0
2022-04-09,202214,ID,16,2.0,6.0,83.14285714285714,16.285714285714285,-9.714285714285714,0.8571428571428571,230.5957142857143,24.0,17.0,1087319.0,902349.0,71.95203092857143,,15.661600942857143,,58.56621688571428,,278.3333333333333,0.0,4895.0,19.0,1.4815725,1.4815725,444637.0,427.0,12109.0,387.0,12501.0
2022-04-16,202215,ID,16,-0.8571428571428571,6.857142857142857,38.714285714285715,11.571428571428571,-10.428571428571429,2.142857142857143,,29.0,19.0,1088947.0,904116.0,73.27547094285714,,15.212415228571427,,58.372736257142854,,257.0,0.0,4913.0,18.0,1.5728826857142857,1.6561813285714286,445040.0,403.0,12026.0,423.0,12457.0
2022-04-23,202216,ID,16,-3.5714285714285716,1.8571428571428572,84.42857142857143,15.0,-11.571428571428571,0.7142857142857143,,37.0,14.0,1090460.0,906159.0,73.07308434285713,,14.792527842857144,,64.2122249,,254.33333333333334,0.0,4922.0,9.0,2.2849360285714284,2.4087361857142855,445545.0,505.0,8412.0,373.0,8787.0
2022-04-30,202217,ID,16,3.142857142857143,6.428571428571429,96.14285714285714,17.857142857142858,-9.428571428571429,0.5714285714285714,,53.0,15.0,1091868.0,907643.0,71.85946642857142,,16.042224914285715,,58.54989614285714,,194.33333333333334,0.0,4927.0,5.0,1.0180692571428571,0.9088805857142856,446040.0,495.0,12557.0,700.0,13260.0
2022-05-07,202218,ID,16,6.0,12.714285714285714,96.42857142857143,18.714285714285715,-9.428571428571429,0.14285714285714285,,55.0,15.0,1100974.0,916083.0,70.55642084285714,,15.864054242857142,,59.341101457142855,,,,4928.0,1.0,1.1625459142857142,1.202266957142857,446856.0,816.0,10110.0,831.0,10950.0
2022-05-14,202219,ID,16,6.6,11.8,100.2,19.2,-9.8,0.4,,49.0,17.0,1103444.0,918534.0,40.967359228571425,,7.689226528571428,,33.090654785714285,,,,4933.0,5.0,1.6082518714285714,1.4926971142857142,447913.0,1057.0,7022.0,567.0,7593.0
2020-01-04,202001,IL,17,,,,,,,,,,,,,,,,,,2191.0,0.0,,,,,,,,,
2020-01-11,202002,IL,17,,,,,,,,,,,,,,,,,,2252.0,6.0,,,,,,,,,
2020-01-18,202003,IL,17,,,,,,,93.62714285714286,,,,,,,,,,,2231.0,0.0,,,,,,,,,
2020-01-25,202004,IL,17,,,,,,,105.32142857142858,,,,,,,,,,,2199.0,0.0,0.0,0.0,,,1.0,1.0,,,
2020-02-01,202005,IL,17,,,,,,,104.89714285714285,,,,,,,,,,,2137.0,0.0,0.0,0.0,,,2.0,1.0,,,
2020-02-08,202006,IL,17,,,,,,,104.89857142857143,,,,,,,,,,,2232.0,0.0,0.0,0.0,,,2.0,0.0,,,
2020-02-15,202007,IL,17,4.0,3.0,10.0,3.0,3.0,-1.0,114.92,,,,,,,,,,,2216.0,0.0,0.0,0.0,,,2.0,0.0,,,
2020-02-22,202008,IL,17,3.5714285714285716,0.8571428571428571,12.142857142857142,1.2857142857142858,-1.1428571428571428,0.2857142857142857,117.17571428571429,,,,,,,,,,,2207.0,0.0,0.0,0.0,,,2.0,0.0,,,
2020-02-29,202009,IL,17,5.285714285714286,4.571428571428571,18.714285714285715,3.142857142857143,2.0,-0.5714285714285714,115.58142857142856,,,,,,,,,,,2209.0,0.0,0.0,0.0,,,2.0,0.0,,,
2020-03-07,202010,IL,17,10.142857142857142,10.0,42.857142857142854,5.285714285714286,2.7142857142857144,-1.4285714285714286,120.65285714285713,,,,,,,,,,,2254.0,35.0,0.0,0.0,,,6.0,4.0,414.0,9.0,424.0
2020-03-14,202011,IL,17,4.571428571428571,20.857142857142858,31.428571428571427,-2.5714285714285716,-0.42857142857142855,0.5714285714285714,110.17142857142856,,,,,,,,,,,2190.6666666666665,0.0,0.0,0.0,,,64.0,58.0,1682.0,180.0,1876.0
2020-03-21,202012,IL,17,-26.857142857142858,17.857142857142858,-9.285714285714286,-33.142857142857146,-27.142857142857142,12.285714285714286,72.46142857142857,,,,,,,,,,,2278.3333333333335,98.33333333333333,6.0,6.0,,,753.0,689.0,10010.0,1543.0,11587.0
2020-03-28,202013,IL,17,-50.142857142857146,-18.714285714285715,-20.0,-52.857142857142854,-46.142857142857146,19.714285714285715,51.997142857142855,,,,,,,,,,,2279.6666666666665,111.66666666666667,47.0,41.0,,,3491.0,2738.0,18176.0,5179.0,23420.0
2020-04-04,202014,IL,17,-45.285714285714285,-12.285714285714286,-7.857142857142857,-51.857142857142854,-47.42857142857143,19.285714285714285,56.037142857142854,,,,,,,,,,,2522.3333333333335,349.3333333333333,244.0,197.0,,,10357.0,6866.0,24457.0,7778.0,32287.0
2020-04-11,202015,IL,17,-44.714285714285715,-9.285714285714286,4.142857142857143,-51.857142857142854,-49.42857142857143,19.428571428571427,59.18285714285713,,,,,,,,,,,2713.6666666666665,556.6666666666666,677.0,433.0,0.7252040428571429,0.7866616142857144,19180.0,8823.0,27153.0,9128.0,36356.0
2020-04-18,202016,IL,17,-46.42857142857143,-16.714285714285715,-17.571428571428573,-52.142857142857146,-47.857142857142854,19.571428571428573,62.23428571428571,,,,,,,,,,,2715.0,594.0,1259.0,582.0,0.7217308000000001,0.7610918142857143,29160.0,9980.0,31797.0,10099.0,41969.0
2020-04-25,202017,IL,17,-41.285714285714285,-13.0,-1.5714285714285714,-50.142857142857146,-46.0,18.571428571428573,69.64142857142858,,,,,,,,,,,2784.3333333333335,687.3333333333334,1875.0,616.0,0.6117701428571428,0.6085415428571429,41777.0,12617.0,50085.0,14596.0,64858.0
2020-05-02,202018,IL,17,-36.714285714285715,-8.571428571428571,20.142857142857142,-45.142857142857146,-44.42857142857143,16.428571428571427,76.58857142857143,,,,,,,,,,,2705.0,605.0,2559.0,684.0,0.6145808142857142,0.6353987999999999,58505.0,16728.0,69525.0,17032.0,87089.0
2020-05-09,202019,IL,17,-33.42857142857143,-2.7142857142857144,24.0,-43.285714285714285,-42.42857142857143,16.285714285714285,84.37857142857143,,,,,,,,,,,2699.0,619.0,3349.0,790.0,0.4493814,0.4647366285714285,76085.0,17580.0,91877.0,18828.0,111346.0
2020-05-16,202020,IL,17,-34.714285714285715,-6.428571428571429,18.428571428571427,-43.42857142857143,-41.57142857142857,15.714285714285714,65.59714285714286,,,,,,,,,,,2632.0,588.0,4129.0,780.0,0.5144962142857142,0.5359583857142857,92457.0,16372.0,111417.0,16784.0,128757.0
2020-05-23,202021,IL,17,-33.0,-5.714285714285714,19.571428571428573,-42.714285714285715,-40.142857142857146,15.0,100.43142857142855,,,,,,,,,,,2446.6666666666665,427.6666666666667,4790.0,661.0,0.47515731428571434,0.4889316714285714,107796.0,15339.0,113434.0,14384.0,128289.0
2020-05-30,202022,IL,17,-28.0,-2.7142857142857144,63.142857142857146,-38.42857142857143,-40.42857142857143,14.0,108.05857142857141,,,,,,,,,,,2390.3333333333335,371.3333333333333,5330.0,540.0,0.45358528571428575,0.4616888,118917.0,11121.0,115616.0,11368.0,127438.0
2020-06-06,202023,IL,17,-23.857142857142858,-2.5714285714285716,63.285714285714285,-35.714285714285715,-33.42857142857143,11.571428571428571,118.32285714285715,,,,,,,,,,,2367.6666666666665,359.6666666666667,5864.0,534.0,0.5177477714285714,0.5191884857142857,126890.0,7973.0,116521.0,8138.0,124963.0
2020-06-13,202024,IL,17,-18.857142857142858,-0.42857142857142855,78.42857142857143,-31.142857142857142,-31.0,10.0,128.15285714285713,,,,,,,,,,,2163.6666666666665,190.66666666666666,6289.0,425.0,0.4305024571428572,0.4497981428571429,131871.0,4981.0,134646.0,6820.0,141847.0
2020-06-20,202025,IL,17,-15.571428571428571,1.7142857142857142,98.28571428571429,-27.571428571428573,-30.428571428571427,8.571428571428571,136.65285714285713,,,,,,,,,,,2165.0,193.0,6625.0,336.0,0.4112658142857143,0.42173652857142857,136104.0,4233.0,152793.0,6688.0,159926.0
2020-06-27,202026,IL,17,-16.428571428571427,-1.7142857142857142,83.28571428571429,-28.428571428571427,-30.428571428571427,8.714285714285714,139.00857142857143,,,,,,,,,,,2084.0,108.0,6873.0,248.0,0.4286936,0.4337277857142857,141077.0,4973.0,253157.0,10032.0,263586.0
2020-07-04,202027,IL,17,-12.142857142857142,4.0,100.42857142857143,-27.714285714285715,-36.285714285714285,8.428571428571429,144.24857142857144,,,,,,,,,,,2133.0,155.0,7014.0,141.0,0.47600652857142856,0.48589229999999994,146612.0,5535.0,188998.0,7471.0,196769.0
2020-07-11,202028,IL,17,-12.857142857142858,-0.8571428571428571,91.0,-27.0,-31.857142857142858,8.0,147.12714285714284,,,,,,,,,,,2152.0,191.0,7369.0,355.0,0.4073253,0.4383892,154094.0,7482.0,201271.0,8498.0,210120.0
2020-07-18,202029,IL,17,-11.428571428571429,-0.5714285714285714,106.57142857142857,-27.714285714285715,-30.571428571428573,7.714285714285714,150.81428571428572,337.0,,,,,,,,,,2057.3333333333335,108.33333333333333,7483.0,114.0,0.5065743285714286,0.5170047,161785.0,7691.0,226676.0,9846.0,236825.0
2020-07-25,202030,IL,17,-12.285714285714286,-1.1428571428571428,102.57142857142857,-28.428571428571427,-30.571428571428573,7.714285714285714,150.64000000000001,619.0,,,,,,,,,,2006.6666666666667,56.666666666666664,7589.0,106.0,0.5380137428571429,0.5313575142857143,171122.0,9337.0,224632.0,11586.0,236494.0
2020-08-01,202031,IL,17,-11.857142857142858,-1.7142857142857142,102.0,-28.571428571428573,-31.0,7.857142857142857,149.38285714285715,676.0,,,,,,,,,,2041.0,76.0,7700.0,111.0,0.5664063285714286,0.6030305857142857,181754.0,10632.0,232115.0,12437.0,244800.0
2020-08-08,202032,IL,17,-10.428571428571429,-0.14285714285714285,117.42857142857143,-28.0,-30.142857142857142,7.428571428571429,150.0442857142857,683.0,,,,,,,,,,2105.3333333333335,130.33333333333334,7840.0,140.0,0.41320032857142863,0.46734055714285716,193998.0,12244.0,245492.0,13689.0,259483.0
2020-08-15,202033,IL,17,-10.285714285714286,-1.4285714285714286,99.42857142857143,-29.142857142857142,-31.0,6.714285714285714,152.41285714285712,700.0,,,,,,,,,,2091.3333333333335,128.33333333333334,7937.0,97.0,0.5627312714285715,0.5854157857142858,205851.0,11853.0,250990.0,14838.0,266105.0
2020-08-22,202034,IL,17,-10.285714285714286,-1.2857142857142858,112.42857142857143,-28.714285714285715,-29.428571428571427,6.714285714285714,148.49857142857144,792.0,,,,,,,,,,2118.3333333333335,158.33333333333334,8083.0,146.0,0.6020387285714285,0.6150975571428571,219701.0,13850.0,285459.0,15546.0,301364.0
2020-08-29,202035,IL,17,-13.0,-2.0,87.71428571428571,-30.142857142857142,-28.571428571428573,7.428571428571429,140.46857142857144,829.0,,,,,,,,,,2076.0,97.0,8217.0,134.0,0.7028603428571429,0.7168997428571429,233066.0,13365.0,307114.0,16121.0,323608.0
