date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask,smoothed_wtravel_outside_state_5d,smoothed_wspent_time_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2020-01-04,202001,X,US,,,,,,,,396.0,3.0,,,,,,,,,179143.0,1231.0,,,,,,,,,
2020-01-11,202002,X,US,,,,,,,,264.0,1.0,,,,,,,,,180831.0,1539.6666666666667,,,,,,,,,
2020-01-18,202003,X,US,,,,,,,93.88428571428571,0.0,0.0,,,,,,,,,176752.0,1028.6666666666667,,,,,,,,,
2020-01-25,202004,X,US,,,,,,,107.58285714285714,0.0,0.0,,,,,,,,,176066.0,879.0,1.0,1.0,,,2.0,2.0,,,
2020-02-01,202005,X,US,,,,,,,106.4342857142857,0.0,0.0,,,,,,,,,175092.0,857.0,1.0,0.0,,,8.0,6.0,,,
2020-02-08,202006,X,US,,,,,,,106.0757142857143,0.0,0.0,,,,,,,,,177040.0,1028.6666666666667,1.0,0.0,,,12.0,4.0,,,
2020-02-15,202007,X,US,6.0,2.0,15.0,3.0,2.0,-1.0,115.22142857142856,0.0,0.0,,,,,,,,,175040.0,710.3333333333334,1.0,0.0,,,14.0,2.0,,,
2020-02-22,202008,X,US,3.5714285714285716,0.14285714285714285,12.714285714285714,0.14285714285714285,-2.7142857142857144,0.7142857142857143,116.91714285714284,0.0,0.0,,,,,,,,,175393.0,571.0,1.0,0.0,,,16.0,2.0,,,
2020-02-29,202009,X,US,6.857142857142857,2.857142857142857,12.714285714285714,3.857142857142857,2.4285714285714284,-0.7142857142857143,117.91428571428571,0.0,0.0,,,,,,,,,176648.0,289.3333333333333,2.0,1.0,,,26.0,10.0,,,
2020-03-07,202010,X,US,8.857142857142858,7.0,18.142857142857142,3.5714285714285716,3.0,-1.0,118.84142857142857,0.0,0.0,,,,,,,,0.1,177707.0,367.0,18.0,16.0,,,417.0,391.0,6044.0,740.0,6811.0
2020-03-14,202011,X,US,4.571428571428571,13.857142857142858,20.142857142857142,-3.857142857142857,-1.7142857142857142,1.0,108.85285714285715,0.0,0.0,,,,,,,,0.6,174586.66666666666,188.0,61.0,43.0,,,2952.0,2535.0,41151.0,4519.0,45806.0
2020-03-21,202012,X,US,-22.714285714285715,9.285714285714286,2.142857142857143,-28.571428571428573,-25.428571428571427,11.142857142857142,73.85428571428571,0.0,0.0,,,,,,,,2.9,175517.66666666666,430.3333333333333,482.0,421.0,,,26056.0,23104.0,296553.0,44472.0,341359.0
2020-03-28,202013,X,US,-41.57142857142857,-14.142857142857142,-11.571428571428571,-47.142857142857146,-41.42857142857143,17.428571428571427,54.932857142857145,0.0,0.0,,,,,,,,7.6,183165.33333333334,6188.666666666667,3018.0,2536.0,,,127417.0,101361.0,616805.0,136228.0,753732.0
2020-04-04,202014,X,US,-42.0,-15.0,-15.857142857142858,-50.0,-45.857142857142854,18.428571428571427,53.49,0.0,0.0,,,,,,,,9.5,201348.66666666666,25287.333333333332,11165.0,8147.0,,,319776.0,192359.0,788641.0,210289.0,1000497.0
2020-04-11,202015,X,US,-43.714285714285715,-14.0,-13.714285714285714,-52.142857142857146,-48.285714285714285,19.285714285714285,55.09714285714285,515.0,0.0,,,,,,,,9.2,214520.66666666666,40308.333333333336,25785.0,14620.0,0.7108754428571429,0.7307951142857143,540714.0,220938.0,939445.0,236786.0,1178834.0
2020-04-18,202016,X,US,-44.285714285714285,-19.285714285714285,-22.0,-51.142857142857146,-46.42857142857143,18.714285714285715,59.231428571428566,580.0,0.0,,,,,,,,9.9,208434.33333333334,36203.666666666664,40954.0,15169.0,0.7109041285714285,0.7307879857142857,738464.0,197750.0,892327.0,208344.0,1103176.0
2020-04-25,202017,X,US,-40.142857142857146,-14.857142857142858,-8.571428571428571,-48.285714285714285,-44.57142857142857,17.714285714285715,66.66428571428571,373.0,0.0,,,,,,,,9.5,202815.0,32306.333333333332,56445.0,15491.0,0.6283897428571428,0.6441832142857143,944770.0,206306.0,1226923.0,226723.0,1457498.0
2020-05-02,202018,X,US,-35.0,-10.0,1.7142857142857142,-44.57142857142857,-42.57142857142857,15.285714285714286,73.83428571428571,516.0,0.0,,,,,,,,9.3,192206.33333333334,23991.666666666668,69804.0,13359.0,0.5088696714285714,0.5178459571428572,1138173.0,193403.0,1624990.0,248507.0,1880767.0
2020-05-09,202019,X,US,-30.142857142857142,-3.5714285714285716,9.428571428571429,-41.42857142857143,-39.57142857142857,14.571428571428571,83.30571428571429,472.0,0.0,,,,,,,,8.2,187279.33333333334,20957.666666666668,82058.0,12254.0,0.35081660000000003,0.3598620142857143,1313585.0,175412.0,2002068.0,230268.0,2239503.0
2020-05-16,202020,X,US,-28.857142857142858,-5.142857142857143,14.428571428571429,-39.714285714285715,-37.57142857142857,13.857142857142858,67.17285714285714,453.0,0.0,,,,,,,,7.6,182580.0,17309.0,92060.0,10002.0,0.4411105142857143,0.4548870142857143,1469596.0,156011.0,2467705.0,221365.0,2695348.0
2020-05-23,202021,X,US,-25.0,-3.7142857142857144,23.142857142857142,-37.57142857142857,-35.714285714285715,12.857142857142858,104.16142857142859,417.0,0.0,,,,,,,,7.4,176273.0,12392.333333333334,100524.0,8464.0,0.44596841428571427,0.4515527714285714,1623130.0,153534.0,2660964.0,214139.0,2882163.0
2020-05-30,202022,X,US,-23.428571428571427,-3.5714285714285716,40.0,-36.285714285714285,-37.142857142857146,12.428571428571429,109.39999999999999,309.0,0.0,,,,,,,,6.1,171612.66666666666,9350.333333333334,107053.0,6529.0,0.4345449,0.4478035714285714,1769316.0,146186.0,2991770.0,213505.0,3215874.0
2020-06-06,202023,X,US,-19.142857142857142,-0.7142857142857143,38.285714285714285,-33.0,-30.428571428571427,10.571428571428571,115.56714285714285,208.0,0.0,,,,,,,,4.8,170409.33333333334,8871.666666666666,112958.0,5905.0,0.5294599428571429,0.5369131285714286,1919963.0,150647.0,3333912.0,211089.0,3552741.0
2020-06-13,202024,X,US,-16.428571428571427,-0.7142857142857143,49.714285714285715,-30.285714285714285,-29.285714285714285,9.428571428571429,125.25285714285717,278.0,0.0,,,,,,,,4.0,168629.0,7575.333333333333,118077.0,5119.0,0.4843879857142857,0.4989538714285714,2068720.0,148757.0,3560239.0,220548.0,3788094.0
2020-06-20,202025,X,US,-14.285714285714286,0.5714285714285714,59.42857142857143,-28.0,-29.0,8.428571428571429,131.56571428571428,246.0,0.0,,,,,,,,4.0,168949.0,8422.666666666666,122257.0,4180.0,0.5085006,0.5233573428571429,2251326.0,182606.0,3944101.0,317955.0,4270045.0
2020-06-27,202026,X,US,-15.285714285714286,-1.0,56.57142857142857,-27.428571428571427,-29.857142857142858,8.714285714285714,134.11714285714285,469.0,0.0,,,,,,,,4.5,170405.33333333334,10503.0,126116.0,3859.0,0.6046143571428572,0.6194119714285715,2511041.0,259715.0,4280219.0,400808.0,4689757.0
2020-07-04,202027,X,US,-13.714285714285714,2.5714285714285716,64.14285714285714,-27.714285714285715,-35.142857142857146,9.0,133.50285714285712,824.0,0.0,,,,,,,,5.9,173763.0,14701.666666666666,129781.0,3665.0,0.7405214428571429,0.7675729428571428,2846601.0,335560.0,4697120.0,524974.0,5232992.0
2020-07-11,202028,X,US,-15.714285714285714,-2.2857142857142856,52.57142857142857,-27.714285714285715,-31.857142857142858,8.857142857142858,135.9857142857143,960.0,0.0,,,,,,,,7.6,178810.66666666666,19956.333333333332,135058.0,5277.0,0.6763143285714285,0.6913498714285714,3249986.0,403385.0,5343664.0,628717.0,5986982.0
2020-07-18,202029,X,US,-14.714285714285714,-1.4285714285714286,60.285714285714285,-28.142857142857142,-30.714285714285715,8.714285714285714,138.28857142857143,18510.0,0.0,,,,,,,,8.1,181165.66666666666,23106.0,140585.0,5527.0,0.7024192285714287,0.7161957571428571,3702783.0,452797.0,5895356.0,657575.0,6571459.0
2020-07-25,202030,X,US,-15.285714285714286,-3.0,57.0,-28.857142857142858,-30.857142857142858,8.714285714285714,138.64714285714285,32789.0,0.0,,,,,,,,7.6,183280.0,25413.333333333332,147060.0,6475.0,0.7175380857142858,0.7322686714285714,4165350.0,462567.0,6124655.0,631710.0,6787782.0
2020-08-01,202031,X,US,-14.571428571428571,-2.7142857142857144,57.57142857142857,-28.285714285714285,-31.285714285714285,8.428571428571429,140.2257142857143,38498.0,0.0,,,,,,,,6.9,183221.0,25531.333333333332,154947.0,7887.0,0.6981561571428572,0.7171634571428571,4601269.0,435919.0,5721180.0,531466.0,6279014.0
2020-08-08,202032,X,US,-13.857142857142858,-2.5714285714285716,58.0,-28.142857142857142,-31.142857142857142,8.142857142857142,141.96714285714287,33252.0,0.0,,,,,,,,6.2,182113.66666666666,24417.666666666668,162185.0,7238.0,0.6789568142857143,0.7018009142857142,4990769.0,389500.0,5569256.0,443345.0,6029546.0
2020-08-15,202033,X,US,-14.714285714285714,-3.7142857142857144,56.285714285714285,-28.285714285714285,-31.0,7.714285714285714,144.07000000000002,31512.0,0.0,,,,,,,,5.6,182483.0,24451.333333333332,169278.0,7093.0,0.6514791142857143,0.6756202571428572,5383030.0,392261.0,5613651.0,386402.0,6016234.0
2020-08-22,202034,X,US,-15.142857142857142,-4.571428571428571,50.142857142857146,-28.714285714285715,-30.142857142857142,7.714285714285714,142.65,30668.0,0.0,,,,,,,,5.2,180131.66666666666,22275.666666666668,175427.0,6149.0,0.6489037571428572,0.6603789142857143,5684721.0,301691.0,5521205.0,335686.0,5870764.0
2020-08-29,202035,X,US,-15.857142857142858,-5.571428571428571,41.142857142857146,-29.428571428571427,-29.571428571428573,8.0,136.69571428571427,29304.0,0.0,,,,,,,,4.4,176341.0,18305.666666666668,181731.0,6304.0,0.6626436428571428,0.6810569428571429,5975393.0,290672.0,5577494.0,327027.0,5916964.0
2020-09-05,202036,X,US,-13.428571428571429,-3.2857142857142856,48.714285714285715,-26.857142857142858,-29.857142857142858,6.714285714285714,139.90285714285716,27408.0,0.0,,,,,,,,4.0,174534.0,16053.666666666666,187562.0,5831.0,0.7420396428571429,0.7600702571428573,6261927.0,286534.0,5673338.0,313547.0,5998882.0
2020-09-12,202037,X,US,-15.714285714285714,-5.714285714285714,45.142857142857146,-30.142857142857142,-34.42857142857143,7.857142857142857,136.4828571428571,27623.0,0.0,,,,,,,,3.8,173160.33333333334,13943.333333333334,192669.0,5107.0,0.6378786285714286,0.641687,6505648.0,243721.0,5340399.0,264005.0,5613871.0
